price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,sqft_above,yr_built
324900,4,2.5,1880,7965,2,1880,2000
265000,2,1,770,5160,1,770,1943
545000,3,2.5,1530,3210,1.5,1010,1928
465000,2,1.5,1450,27075,1,1450,1940
292500,3,2.25,1690,7320,2,1690,1987
860000,4,1.75,1880,3720,1.5,1880,1924
1.05E+06,4,3.25,4160,47480,2,4160,1995
495000,4,2.5,2140,7245,2,2140,2003
342000,2,2,1320,1462,3,1320,1997
320000,4,2.5,2000,10051,2,2000,1997
444000,3,2,1460,2610,2,1460,1987
804100,4,2.5,3070,8086,2,3070,2005
432000,3,2.5,1660,15000,1,1660,1970
230000,6,1.5,1810,4838,1.5,1050,1905
935000,4,3.5,3510,11200,2,3510,2001
634950,3,3,2180,2650,1.5,1410,1930
780000,6,4,3300,5720,1,1960,1963
611000,4,2.5,2460,4200,2,2460,1998
475999,4,1.75,1880,4175,1.5,1090,1944
565000,3,2,2290,9450,1,1670,1979
630000,4,2.5,2290,26720,2,2290,1977
840000,4,3.5,3860,18334,2,3120,1996
790000,3,2.5,2640,432036,1.5,2640,1996
450000,5,2.5,2850,209523,1,1930,1925
1.27E+06,4,3.25,3020,4000,1.5,1920,1927
520000,3,2,1510,3760,1,930,1925
446800,4,2,2410,8712,1,1260,1958
652000,3,1,1470,6122,1,1200,1948
1.17E+06,3,2.75,2890,12130,2,2830,1987
745000,4,3.25,3490,7024,2,3490,2006
594000,3,2.25,1270,1406,2,1060,2014
257000,2,1,1000,3700,1,800,1929
485000,4,1.75,1430,4096,2,1430,1900
330000,3,1,1060,20040,1,1060,1943
381000,3,2,1680,8946,1,940,1996
849900,2,2,2280,641203,2,2280,1990
793000,4,2.5,2450,4080,1.5,1490,1930
920000,3,2.25,3650,5353,2,2200,1947
455000,2,1,830,4000,1,830,1947
975000,4,2.5,3490,7494,2,3490,2000
375000,2,1.5,1050,1046,2,960,2007
400000,2,2.5,1170,1811,2,1170,2001
447000,3,1,1220,7200,1,1220,1965
470000,3,1.75,1310,8600,1,1310,1987
665000,4,2.5,3130,7582,2,3130,2004
295500,3,1.75,1590,41550,1.5,1290,1933
200000,4,2.5,1720,8638,2,1720,1994
620000,3,2.25,2520,212137,2,1590,2005
434900,3,2,1520,11067,1,1140,1983
1.33E+06,4,2.25,3260,4640,2,2360,1907
1.65E+06,4,3.25,3910,7500,2,3910,2006
852500,4,2.5,3480,6315,2,2360,2000
790000,3,2.5,3040,34670,2,3040,1983
565000,4,1.75,2030,7350,1,2030,1966
1.13E+06,6,3.25,3870,24700,2,2520,1989
289950,3,2.5,1870,1436,2,1870,2004
850000,2,2,2640,13939,1,1640,1963
505000,4,1.75,1940,4800,1,1030,1922
372000,3,2.5,1710,5633,2,1710,1981
207000,4,2,1690,7728,1.5,1690,1967
780000,3,1.75,2340,10495,1,2340,1967
400000,4,1.75,1700,20283,1.5,1340,1965
440250,3,1.5,1850,8124,1,1850,1948
585000,2,2,1370,7920,1,950,1949
850000,4,2.5,2900,9972,2,2900,1993
570000,3,3,2400,3192,2,2400,1991
869000,4,3,3740,30884,2,3060,1988
551000,4,2.75,2170,5988,2,2170,2014
172380,3,1,970,8378,1,970,1962
355000,3,2.5,2620,78843,1,1310,1964
728935,4,2.5,2980,10194,2,2980,1993
850000,3,2.5,2340,1919,2,2340,1981
515000,5,1.75,1880,48787,2,1880,1922
215000,2,1,1480,5325,1,1120,1925
220000,4,2.5,2240,9826,1,1370,1988
845000,4,2.5,2940,7675,2,2940,2004
390000,1,1,710,4000,1,610,1928
135000,4,1,1460,18599,1.5,1460,1940
439000,3,1,1530,19007,1,1290,1949
585000,4,2.5,2630,6185,2,2630,1999
620000,5,1,2230,16800,1.5,1700,1923
477000,3,1,960,3600,1,960,1906
399500,2,1.5,1180,1722,2,1180,2006
500000,2,1,1760,27332,1,1300,1951
432500,3,2.5,1340,8867,2,1340,1984
940000,4,2.25,2800,18673,1,1650,1965
3.17E+06,5,3.5,4330,11979,1,2090,2008
1.08E+06,3,2.5,3720,11610,2,3720,1982
229999,4,2,1670,5200,1,1030,1977
233000,3,1,1100,7657,1,1100,1955
600000,3,2.5,3240,8016,2,2910,2004
334000,4,1.5,1680,7620,1,1180,1965
332500,3,1,1030,8164,1,1030,1950
249900,3,2.5,1630,7700,1,1120,1978
310000,3,2,2610,12180,1,1670,1918
200000,2,1,1250,8520,1,1250,1928
310000,4,1.75,1480,11200,1,1480,1969
230000,3,1,1390,6000,1,1390,1954
420000,4,2.5,1940,5414,2,1940,1997
785000,4,2.5,2960,4750,2,2960,2005
1.78E+06,3,2.25,4320,19225,1,2160,1972
265000,5,1.5,1500,7112,1,760,1920
295000,2,1,840,10465,1,840,1951
896000,4,2.5,3560,46644,2,3560,1992
415000,4,2.75,2390,9968,1,1390,1989
250000,3,1.75,1200,5478,1,1200,1955
1.48E+06,3,2.5,2570,5000,2,2570,1984
635000,5,2.25,2180,6000,1,1430,1966
905000,3,2.5,3450,48787,2,3450,1987
528000,3,2.5,2020,5613,2,2020,2003
530000,3,2.5,2480,7480,2,2480,1992
310000,3,1.5,1140,3104,2,1140,1988
252000,3,1,1530,9465,1,1530,1960
334500,3,2,1700,8160,1,1120,1961
370000,3,1,2150,8480,1,1610,1951
311000,3,2,1190,7840,1.5,1190,1918
260000,3,2.75,1730,4131,2,1480,1975
217500,3,1.75,1400,9546,1,1400,1984
290000,3,2.5,2200,4240,2,2200,2003
500000,3,1.5,960,4600,1,960,1944
423500,3,2,1770,6000,1,1100,1984
715000,4,2.5,2970,5722,2,2970,2005
299000,3,2.5,1590,3121,2,1590,1994
635000,3,2.5,3350,4007,2,2550,2005
806000,4,2.5,3370,9629,2,3370,1999
289950,3,2.5,1960,3480,2,1960,2004
280000,3,1.75,1360,6603,1,1360,1981
479950,3,2.5,2780,6000,2,2780,2004
394000,4,2.5,3000,9793,2,3000,2002
682000,4,2.5,3600,203425,2,3400,1979
409950,2,1,990,3000,1,990,1918
1.00E+06,4,3.5,2990,4200,2,2000,1925
436000,4,1,1200,6600,1.5,1200,1908
279000,3,1,1530,15975,1,970,1952
390000,1,1.75,1440,4920,1,720,1923
635000,3,1.75,1940,167125,1,1480,1955
304400,4,2.75,2140,8100,2,2140,1990
780000,5,1.75,2330,3800,1.5,1360,1927
520000,4,3.5,2734,210201,2,2734,1974
580000,3,1.75,1950,10633,1,1250,1978
274000,3,1.75,1440,7198,1,990,1981
315000,3,2.25,1530,7906,1,1150,1980
390000,4,1.75,1910,77574,1,1910,1971
340000,5,2,1750,8220,1,1750,1956
502000,3,2.25,1600,45613,2,1600,1983
260000,3,1.75,1750,11180,1,1750,1968
399000,2,1,940,4800,1,940,1911
312500,2,1,880,6345,1,880,1919
370000,3,1.75,1650,8254,1,1060,1951
1.24E+06,4,3.5,3820,13224,2,3280,1990
230000,3,1.5,1900,9630,1,1900,1967
1.28E+06,4,1.75,3720,8448,1,1960,1947
294350,3,1,1410,5120,1.5,1210,1925
208950,3,1,960,5700,1,960,1956
515000,2,1.75,1930,5570,1,1930,2005
965000,4,2.5,3420,9575,2,3420,1994
925000,4,2.75,3010,3400,2,2240,1923
654500,4,1,1780,5000,1.5,1780,1947
364000,4,2.5,2080,11050,1,2080,1969
150000,2,1,1250,5208,1,1050,1951
349950,5,3,2257,10117,1,1363,2005
585000,3,1.5,1670,5000,1.5,1670,1912
801501,4,2.25,2250,13500,2,2250,1980
610000,3,1.75,1650,221720,1,1650,1992
382000,5,2.25,2880,11965,2,2880,1990
495000,4,3,3620,403693,2,3620,1980
447500,3,1.75,1950,6504,1,1530,1953
575000,4,2.5,2280,9491,1,1290,1966
565000,2,1.75,1740,4736,1.5,1040,1907
348580,3,1,1220,7876,1,1220,1966
459000,4,1.75,2260,9703,1,1660,1978
375000,4,2,1790,61419,2,1790,1988
310000,4,2.5,2440,7093,2,2440,1999
210000,3,1.5,1400,9600,1,1400,1964
384205,3,2.75,1810,3292,2,1810,2014
180000,2,1,1400,4500,1,900,1922
310000,2,1,1400,4500,1,900,1922
427500,4,2.5,2010,6294,2,2010,2000
780000,3,3,2520,2152,1.5,1560,1925
1.76E+06,3,2.25,3060,16000,2,3060,1988
339950,4,2.5,2150,4000,2,2150,2010
820000,3,2.25,2880,9750,2,2880,1989
398000,2,2,1300,3865,1,1300,2006
492000,3,1.75,2770,39927,1,1580,1978
240000,4,1.5,1780,14810,1,1180,1950
599950,4,3.5,3730,15029,2,2440,1991
105500,2,1,930,7740,1,930,1932
445000,2,1,930,7740,1,930,1932
390500,2,1.75,1460,426450,1,960,1966
255000,3,2,1310,8454,1,1310,1994
675750,4,2.5,2770,10274,2,2770,1989
1.64E+06,3,3.25,3140,5445,2,2240,1913
353500,4,2.5,1770,9239,2,1770,2004
765000,3,1,1220,7585,1,1220,1954
563500,4,2.5,2190,4944,2,2190,1999
439000,4,2,1800,5465,1,900,1942
975000,5,2.75,3100,10014,1,1660,1973
469900,3,2.5,2270,4399,2,2270,2007
252000,3,1,1300,8184,2,1300,1947
495000,3,2,1769,9300,1,1769,1955
570000,6,2.5,3370,15625,1,1770,1964
327000,4,2.5,1630,5361,2,1630,1999
898000,2,2.25,2470,7658,1,1480,1954
300000,4,2.5,2600,8572,2,2600,2003
418500,3,2,1800,12440,1,1220,1978
450000,4,2.5,2240,4616,2,1840,2001
403000,3,2,1960,13100,1,1650,1957
440000,3,1,1710,6556,1.5,1200,1926
350000,4,1.75,2140,4959,1,1080,1965
240000,3,2,1400,6200,1,700,1948
460000,2,1,890,2100,1,760,1919
825000,4,1,1820,4000,2,1820,1923
267500,3,2.25,1860,12000,1,1860,1976
201000,3,1,1220,22443,1,1220,1972
479500,3,2.75,2300,4637,2,2300,2008
210000,2,1,1520,4700,2,1520,1978
445000,2,1,1440,3225,1,960,1915
265000,3,1.75,1170,8148,1,1170,1952
399000,3,1.75,1170,8148,1,1170,1952
785000,4,2.25,3200,53357,2,3200,1972
831500,5,2.5,4470,35124,2.5,4470,1984
360000,4,2.5,2570,4557,2,2570,2009
655000,3,2.5,2370,7916,2,2370,1990
449950,4,1.5,1800,10150,1.5,1800,1958
612000,5,2.5,2300,7000,1,1290,1975
575000,3,2.5,3240,33661,2,3240,2001
557000,3,2.5,2280,18241,1,960,1995
375000,4,1.75,1870,12500,1,1030,1943
369000,3,2.25,1820,99752,1,1820,1969
330000,5,2.75,2390,6282,1,1290,1966
1.03E+06,4,1.75,2110,6708,1,1410,1941
550000,2,1,980,4800,1,980,1910
338000,3,1.75,1250,7710,1,1250,1947
1.90E+06,4,2.5,3680,13351,2,3680,1946
235000,3,1,2230,8163,1,1230,1966
349950,1,1,1230,9300,1.5,1230,1918
300000,5,2.5,2093,10350,1.5,2093,1963
431000,3,1.75,1660,12865,1,1660,1967
280000,5,2.5,1630,20750,1,1100,1975
295000,4,2.5,1677,7209,2,1677,2011
445000,4,2.5,2990,6383,2,2990,2003
550000,5,1,2150,262231,1.5,2150,1900
515000,4,2.5,2890,15067,2,2890,2003
555000,3,2.5,3050,158558,1,3050,1987
265000,3,2.5,1410,2500,2,1410,2006
597000,4,2.5,2280,2432,2,1520,1921
661000,2,1,1260,5800,1,1260,1939
362764,3,2,1460,4350,2,1460,2008
427000,4,2.5,1600,14000,1,1310,1950
405000,3,1.75,2020,8531,1,2020,1965
157000,3,1.5,1170,11530,1,1170,1960
246500,3,1.5,1170,11530,1,1170,1960
386500,2,1.5,1280,11071,1,850,1984
300000,4,2.5,2680,15508,2,2680,1999
240000,3,1.75,1770,8571,1,1270,1978
818500,5,3.5,4790,12957,2,3110,2005
249000,3,1.75,1300,8500,1,1300,1964
580000,4,2.25,2610,7700,1,1700,1977
2.34E+06,4,2.5,4500,35200,1,4500,1988
333000,4,2.5,2100,7366,2,2100,1997
230000,2,2,1340,7605,1,1340,1992
360500,3,1,970,6180,1,970,1974
265000,3,1.75,2200,7200,1,1270,1962
490000,2,1,990,5000,1,990,1941
600000,2,1.75,1180,5000,1,880,1925
307500,3,1,980,6530,1,980,1969
670000,4,2.25,2370,9636,1,1660,1976
247200,3,1.5,1910,10583,1.5,1910,1922
2.60E+06,4,4.5,5270,12195,2,3400,1979
440000,3,1.75,1430,8400,1,1430,1961
700000,4,2.5,2490,7694,2,2490,1987
756100,4,2,2000,8317,1.5,2000,1917
555000,4,2.75,2600,19275,1,1620,1978
830000,5,3.5,2880,3750,2,2270,2001
180000,3,1,1010,8863,1,1010,1990
775000,5,3.5,3290,5600,2,2670,2004
220000,4,1.75,1530,18400,1.5,1530,1938
650000,4,2.75,2020,15810,1,1620,1967
410000,3,1.75,1340,9975,1,1340,1961
339995,4,2.5,2180,5367,2,2180,2000
1.16E+06,5,1.75,2870,9680,1,1440,1966
440000,3,2.75,2070,9697,2,1330,1929
275000,2,1.75,930,7080,1,930,1923
766000,3,2.5,2270,9822,2,2270,1988
231500,3,2.25,1630,7900,1,1130,1973
472000,3,2,2770,89298,2,2770,2004
1.33E+06,4,2.5,4010,37076,2,4010,1990
265000,4,1.75,1970,8390,1,1140,1955
325000,2,1,790,6000,1,790,1948
364500,3,1.75,1740,8424,1,1040,1954
322500,2,1,1130,8184,1,1130,1947
338900,3,1.75,1180,4000,1,1040,1929
910000,5,2.5,2350,4000,2,2350,1993
1.02E+06,5,2.5,2350,4000,2,2350,1993
459950,3,1.75,1850,6869,1,1100,1919
584950,4,3,3220,6224,1.5,3220,2009
252000,3,1.75,2050,11313,1,1520,1987
270000,3,2.5,1430,8470,1,1190,1992
750000,4,2.5,3210,8938,2,3210,2005
775000,3,1.75,3520,12350,1,1530,1960
325000,3,2.5,2260,8120,2,2260,2004
810000,5,3.25,3290,6422,2,3290,2012
409000,2,2.25,1640,2128,2,1640,1974
400000,4,1.75,1580,5340,1,1130,1947
530000,4,2.25,1940,8270,2,1940,1962
580000,3,2.25,1580,8506,2,1580,1987
491300,3,1.75,1750,11340,1,1300,1987
272000,4,2.75,1810,7350,1,1200,1980
599950,3,2.5,1970,106722,1,1970,1985
464000,3,2.5,1770,5146,2,1770,1992
471001,3,1.75,1800,6000,1,900,1905
230000,3,1.5,1500,11616,1,1100,1980
358000,3,1,940,6695,1,940,1959
510000,3,2.25,2340,6183,1,1210,1929
86500,3,1,840,9480,1,840,1960
199950,3,1,840,9480,1,840,1960
1.71E+06,3,3.25,2940,5432,3,2440,1978
850000,3,2.75,3180,3680,2,2190,1918
542000,4,2.5,2020,3440,1.5,1480,1928
102500,2,1,820,4320,1,820,1937
718000,3,1.75,4060,136290,1,2810,1995
625000,4,2.25,2660,22194,1,2180,1977
350000,3,1,1010,11244,1,1010,1947
216000,2,1,710,5120,1,710,1918
340000,3,1,980,7228,1.5,980,1946
505000,3,1,1100,5400,1.5,1100,1908
372000,5,2.5,2840,6010,2,2840,2003
263850,4,2.25,2300,7524,2,2300,1978
1.35E+06,4,3.25,5370,20388,2,5370,1990
325000,4,2.5,2280,9899,2,2280,1987
289000,2,1,1010,7740,1,890,1924
364000,3,2.25,1420,6600,1,1160,1987
610000,4,2.5,2100,8800,1,1250,1980
531500,4,2.75,3110,49765,1,3110,1958
402500,3,2.25,2160,9540,2,2160,1979
375000,2,1,820,6250,1,820,1922
537500,5,2.5,4340,9108,1,2170,1979
375000,3,1.75,2100,9066,1,1440,1962
293550,4,1.75,1250,8840,1,910,1979
585000,6,3,3870,43787,2,2700,1976
225000,2,2.5,1360,2693,2,1360,2003
185000,4,1,1400,8684,1.5,1400,1957
402000,3,1.5,1450,7375,1,1010,1968
585000,5,1.75,1880,16617,1,960,1963
549000,2,2.5,1380,953,3,1380,2006
1.81E+06,3,2.25,2910,15626,1.5,2510,1923
345000,3,1.75,1380,10529,1,1380,1967
302500,3,2.25,3100,11985,1,1790,1963
218500,4,1.75,1400,25500,1,1400,1964
705000,2,2,1650,6840,1.5,1650,1916
191000,3,1,840,5525,1,840,1969
695000,3,2.5,2550,45254,2,2550,2001
350000,2,2.75,2820,11770,2,1630,1947
480000,3,1.75,1710,4080,1,1130,1979
220000,3,1,820,5200,1,820,1977
535000,4,2.25,2620,33578,2,2620,1977
1.00E+06,2,1.75,2430,23400,1,2430,1951
592000,3,1.75,1560,7424,1,1560,1940
775000,4,2.5,3060,6826,2,3060,2004
320000,3,2.5,1680,4584,2,1680,2003
760000,3,3.25,3320,15022,2,3320,1989
640000,3,2.5,2390,8315,2,2390,1990
253200,3,1,1360,5840,1,1360,1953
228000,2,1,1800,9236,1,1800,1954
325000,3,1,1160,9525,1,1160,1968
530000,4,3.25,4160,35654,2,2760,1973
300000,4,2.25,1660,3200,2,1660,2011
418000,3,2,1410,6030,1.5,1410,1930
415000,4,1.75,2230,9625,1,1180,1955
384000,3,2.5,1700,4000,2,1700,2003
325000,3,2.5,2070,8337,2,2070,1997
600000,3,1.75,2300,12682,1,2300,1955
760000,4,2.25,3040,9690,1,1940,1978
168000,2,1.5,1220,3568,1.5,1220,1976
405000,3,1,960,3960,1,960,1943
479000,3,1,1480,10094,1,1480,1956
549000,3,2,1560,5130,1,1150,1915
215000,3,1.5,1100,33600,1,1100,1967
550000,2,1.5,900,5750,1,900,1940
389000,4,1.75,2400,7700,1.5,1500,1927
447500,3,2.5,2320,15024,2,2320,1990
540000,5,3,2570,5590,1,1580,2009
273500,4,2.75,1300,9638,1,1300,1983
257000,5,2.75,2930,10148,2,2930,2002
199000,2,1,720,7200,1,720,1943
339100,4,2.5,2350,10655,2,2350,1992
435000,4,2.5,2940,7590,2,2940,1991
400000,3,2.5,2020,3000,1,1010,1910
356000,2,1,1430,365904,1,1010,1991
395000,3,1,950,6951,1,950,1950
575000,2,1,1250,4320,1,850,1911
515000,3,1.75,1300,5120,1.5,1300,1925
618250,4,3.25,2520,3360,1.5,1550,1931
245000,3,1.5,1330,7125,2,1330,1968
690000,3,2.75,2480,3240,1.5,1890,1929
465000,5,2.25,3020,10010,1,1510,1959
280000,3,1.75,1770,8240,1,1240,1978
285000,3,1.75,1930,6533,1,1230,1960
320000,3,2.25,1650,7047,2,1650,1994
355000,4,3,2580,9601,2,2130,1992
670000,3,2,2570,10078,1.5,2570,1965
550000,1,1,2880,7560,1,1440,1925
765000,4,2.75,2660,4500,1.5,1860,1909
430000,3,1,1560,5225,1.5,1260,1927
950000,3,2.5,3080,8448,2,3080,2000
525000,4,1.75,2540,7200,1,1270,1947
300000,6,2.5,3080,8163,1,1580,1985
345000,3,2.75,2190,7258,2,2190,2000
838000,3,3.75,2930,150945,2,2930,1972
1.80E+06,5,2.75,2880,20274,1,1660,1959
390000,3,1.75,2160,98445,2,2160,1978
1.15E+06,3,2,2110,18815,2,2110,1979
295000,4,2.25,1830,5720,2,1830,2003
775000,4,4,3180,7650,2,2530,1920
380000,3,2.5,1880,6047,2,1880,1993
550000,3,1,1140,8180,1,1140,1959
199900,5,1.75,1798,11232,1,1798,1967
329900,3,1.75,1670,5209,1.5,1670,1908
898000,3,2.25,2580,11060,1,2580,1964
875000,4,2.25,3720,12384,1,1860,1970
375000,4,2.5,2790,7956,2,2790,2005
365000,3,2.5,2190,5091,2,2190,2004
530000,4,2.75,2280,2850,1.5,1540,1930
225500,3,1,1100,5200,1,1100,1969
318000,4,2.25,2180,7000,1,1680,1969
910000,4,2.5,2770,9798,2,2770,1986
207000,3,1,1980,18730,1,1280,1943
1.89E+06,5,3.5,4180,17935,2,4180,2004
624500,6,3,3030,31920,1,1670,1980
640000,3,2.5,1690,1553,2.5,1690,2007
500000,3,2,1990,65340,2,1990,1986
390000,5,1.75,2250,8970,1,1500,1966
284000,3,2.25,2080,2050,1.5,1550,2003
620000,3,2,2460,41343,1,2460,1988
306000,3,2.5,2588,5702,2,2588,2008
495000,4,1.75,2570,12039,1,1910,1978
499950,3,2.5,2370,12753,2,2370,2001
330000,3,1,1070,10563,1,1070,1969
665000,3,2,1940,5820,1.5,1150,1944
850000,3,2.5,2650,2387,2,1830,1920
599950,4,2.5,2290,6318,2,2290,1988
360000,4,2.5,2050,9143,2,2050,1992
699000,3,2.5,2680,5497,2,2680,2001
475000,3,1.75,1520,8100,1,760,1945
575000,3,2,2690,435600,2,2690,1992
345000,2,1.5,1180,844,2,990,2005
367950,4,2.5,3030,9500,2,3030,1989
374500,3,2.25,1400,11400,2,1400,1984
607500,4,2.5,3000,8100,2,3000,1992
374000,3,1,1200,9800,1,1200,1971
390000,3,1,1000,6947,1,1000,1947
705000,4,3.25,2740,5339,2.5,2740,2004
467000,3,2.5,1990,4978,2,1990,2004
243500,3,3,2110,7794,1,2110,1981
593000,3,2.75,1830,1850,2,1690,2011
223000,3,1,940,7980,1,940,1961
574000,4,2.5,2980,10179,2,2980,2003
400000,3,2,2260,11305,1,1130,1986
772000,4,2.75,3470,70131,1,1750,1962
593777,3,1.75,1510,10450,1,1510,1964
539500,4,3.5,2710,5722,2,2040,1997
550000,3,2.5,2080,2625,2,2080,2006
265000,2,2,1860,10856,1,1260,1952
428000,3,1.75,2120,9350,1,1280,1979
505000,3,2,1110,8375,1,1110,1951
925000,5,5.5,5190,12637,2,5190,2001
230000,3,1.75,1520,15344,1,1520,1968
695000,4,2.5,2650,9990,2,2650,1990
700000,4,2.75,3350,7857,2,3350,2004
712500,3,1.75,1770,2800,1.5,1770,1914
480000,3,2.5,2200,4692,2,2200,2005
470000,3,2.5,2000,8424,1,1300,1968
335000,3,1.75,1730,15003,1,1150,1980
270000,3,1.5,1300,7907,1,900,1970
810000,5,3.25,2950,67475,1,2530,1981
589000,3,3,1720,954,3,1460,2006
415000,2,1,880,4558,1,880,1951
197000,4,2.25,1790,13200,1,1220,1979
235500,3,1.5,1380,7600,1,790,1971
460000,3,2.25,1530,1840,2,1240,2008
572500,5,1.75,2330,4947,1,1380,1955
302000,5,2,1540,9629,1,1540,1960
870000,3,2.5,3210,8630,2,2530,1990
485000,3,1,1130,5758,1,960,1939
240000,3,2,1460,7526,1,1460,1968
383000,3,1.75,1410,7215,1,1410,1967
750000,4,2.75,1750,5080,1.5,1750,1903
409950,2,1.75,1370,5125,1,1370,1944
246000,3,1.5,1780,23819,1,1780,1953
860000,4,1.75,1890,4500,2,1490,1937
339950,3,2.25,1630,12295,2,1630,1985
315000,5,1.75,2320,8100,1,1160,1956
698000,3,2.5,2580,4636,2,2580,2006
419000,2,2.5,1470,2034,2,1470,1985
372000,3,1,2298,10140,1,2298,1969
425000,3,2.5,1960,4709,2,1960,2003
386500,3,2.25,2950,8036,1.5,1950,1963
348000,2,1,670,7312,1,670,1942
754000,5,3.5,3020,15305,2,2230,1978
269950,4,3,2390,7309,2,2390,1944
891500,3,2.5,3090,20785,2,3090,1991
349950,4,1.75,1780,5000,1,890,1903
360000,2,1,1420,81892,1,1180,1956
975000,4,2.25,2420,15482,2,2420,1925
449250,4,2,1480,3844,1.5,1480,1928
350000,4,2.25,2190,3850,2,2190,2006
790000,4,1.75,1820,6137,1.5,1690,1911
990000,3,1.75,1810,24586,1,930,1983
834000,3,2.25,2550,4089,2,2550,1983
466950,3,1,1360,3880,1,1060,1963
262500,3,1.75,2259,26831,1.5,1491,1908
762300,4,2.5,3880,14550,2,3880,1987
733000,6,2.75,2730,5000,1,1780,1962
439000,4,2.5,2800,17279,1,1560,1957
1.16E+06,5,3.25,4290,7019,2.5,3590,1927
420000,3,2.5,1770,3993,2,1770,1999
549000,3,2.25,1920,10961,2,1920,1981
518000,4,2.5,2320,4000,1.5,1510,1905
695000,4,2.5,2961,12146,2,2961,1998
485000,3,2.5,1680,7385,2,1680,1988
280000,3,1.75,1590,27200,1.5,1590,1926
306500,2,1,1420,16400,1.5,1420,1943
720000,2,1,1370,9460,1,1370,1950
277500,3,2.5,2620,4558,2,2620,2010
649000,3,2,1810,17006,2,1810,1913
3.40E+06,4,3.5,4730,47870,1,2940,1954
267800,2,1,700,6000,1,700,1949
625000,4,2.75,2390,6979,2,2390,1993
600000,4,2.5,2070,8127,1.5,1590,1924
395000,4,2,1780,8149,1.5,1780,1948
212000,4,2.5,1900,21780,1.5,1900,1940
425000,2,1,1040,4040,1,940,1928
870000,4,1.75,2370,5000,1.5,1770,1919
420000,3,2.5,1970,3667,2,1970,2004
800000,4,2.25,2120,9921,2,2120,1981
575000,3,2.5,1960,9535,2,1960,1989
915000,3,3.25,2660,4000,2,2170,2003
400000,3,2.25,1180,14258,2,1180,1987
750000,3,2.5,2390,6550,1,1440,1955
235000,3,1,1250,7592,1,1250,1961
599950,5,3,2600,13674,1,1300,1967
481203,2,1,940,3800,1,940,1929
1.82E+06,5,3,3880,13000,2,3880,1972
379000,3,2.5,1530,2913,2,1530,1986
626000,3,1.75,2430,5000,2,1760,1945
535000,2,1,1030,4841,1,920,1939
1.23E+06,4,2.5,2740,16007,2,2740,1984
410000,2,1.5,1180,1034,2,1120,2001
940000,4,2.5,3090,9238,1,1680,1967
326250,3,1,1060,9663,1,1060,1967
200000,2,1,790,5985,1,790,1944
880000,4,2.5,3070,8250,1,2100,1958
370000,2,2,2100,58488,2,2100,2005
190000,2,2.5,1100,1737,2,1100,2006
160000,2,1,1070,4200,1,1070,1983
625000,4,3,2190,12825,1,1520,1989
590000,4,3.5,3450,6873,2,2750,2004
575000,3,2.5,2070,3599,2,2070,1999
470000,2,1,1190,5200,1,1190,1912
130000,2,1,600,1500,1,600,1900
229000,3,1,940,8400,1,940,1958
279900,3,1,1280,12928,1.5,1280,1942
307000,3,1,1370,7500,1,1370,1960
399950,3,1.75,2450,15001,1,1980,1989
405000,4,2.25,1970,15743,1,1370,1962
539950,4,2.75,2910,9000,1,2130,1966
129000,2,1,760,5240,1,760,1949
340000,3,1.75,1270,8422,1,1270,1967
214950,3,1.75,1570,4875,1,1310,1977
450000,4,2.75,2310,5650,1,1330,1952
515000,3,1.75,1900,5000,1,950,1925
1.40E+06,4,2.25,3780,5160,2,2510,1907
230000,3,1,1060,9946,1,1060,1956
681000,3,1.75,1880,10032,1,1880,1984
255000,3,1,1160,8636,1,1160,1923
580000,2,1,860,4013,1,860,1925
295000,2,2,1590,8000,1,910,1984
286000,2,1,1170,6543,1,1170,1913
425000,3,1.5,1190,8100,1,830,1947
170000,2,1,1300,11400,1,1300,1961
380000,3,2,1660,8281,1,1660,1949
506000,3,2,1160,6120,1,1160,1947
315000,3,2.5,1950,9618,2,1950,1992
449950,4,2.5,2470,3811,2,2470,1999
255000,3,1,1430,12420,1,1430,1964
289000,3,2.5,1970,9607,2,1090,1988
389000,3,1.75,1400,10018,1,1400,1962
327000,3,1.5,1510,344124,1,1510,1964
2.89E+06,7,3,5350,14400,2.5,5020,1910
210000,3,1,920,6612,1,920,1948
1.68E+06,4,3.75,7620,29536,2,5980,2005
360000,4,2.5,2490,4751,2,2490,2001
875000,4,2.5,3030,16000,2,3030,1990
550000,4,2.25,1650,7200,1,1650,1967
257500,3,1.5,1210,12500,1,1210,1962
1.08E+06,4,2.75,2990,7389,1.5,2090,1923
202950,2,1,1060,5144,1,1060,1969
622000,4,1.75,2680,6120,1,1340,1959
455000,4,1.75,1790,45738,1,1410,1976
805000,3,2.5,2690,17461,2,2690,1997
257000,2,1,770,9497,1,770,1950
744500,5,2.5,2700,16570,1,1750,1967
885000,4,2.5,2620,9157,2,2620,1996
355000,2,2.25,930,747,2,630,2007
240000,3,1,1340,7000,1,1340,1978
169000,3,1.5,1470,18459,2,1470,1916
639900,3,2.5,2330,4160,2,2330,1992
292000,3,1.75,1730,11325,1,1730,1972
563500,4,2.5,2780,7838,2,2780,2004
389000,2,2,1200,7131,1,1200,2006
2.75E+06,4,3.25,4430,21000,2,4430,1952
661000,3,2,1820,4418,2,1820,1994
344000,2,2,1300,4659,1,1300,2005
510000,1,1,680,6600,1,480,1916
289000,2,1,780,4132,1,780,1942
365000,3,2.25,2430,7614,1.5,1900,1979
